iter	MultiClass
301	0.4017704065
302	0.4008336678
303	0.3999068037
304	0.3993227095
305	0.3986567683
306	0.3974731424
307	0.3968179707
308	0.396052229
309	0.3954310475
310	0.3946446484
311	0.3931313776
312	0.3916460752
313	0.3901763433
314	0.3895551443
315	0.3885806509
316	0.3871922084
317	0.3857466448
318	0.3846808641
319	0.3838502386
320	0.3830522792
321	0.3817791702
322	0.3806529742
323	0.3795067494
324	0.3782444287
325	0.3776661795
326	0.377102999
327	0.3759718192
328	0.3752652984
329	0.3749557692
330	0.3744294957
331	0.3736129559
332	0.3724761848
333	0.3713534566
334	0.3701356367
335	0.3695681622
336	0.3683332801
337	0.3675571686
338	0.3666108651
339	0.3655516707
340	0.3645024347
341	0.3642248581
342	0.3632436891
343	0.3621634955
344	0.3614774011
345	0.3606907322
346	0.3598130556
347	0.3591887847
348	0.3589591562
349	0.357937488
350	0.3568212202
351	0.3557625226
352	0.3542385751
353	0.3530069334
354	0.3518265414
355	0.3511843643
356	0.3504472442
357	0.3497873138
358	0.348670381
359	0.3479755327
360	0.3471254596
361	0.3460481377
362	0.3451013502
363	0.3445817694
364	0.3441399888
365	0.3432903562
366	0.3426215281
367	0.3417146265
368	0.3412637575
369	0.340422228
370	0.339765026
371	0.3391291256
372	0.3385035934
373	0.3379380448
374	0.3369636588
375	0.3361200053
376	0.3353985946
377	0.3342534572
378	0.3331485043
379	0.3328395585
380	0.3323652445
381	0.332007997
382	0.3312787205
383	0.329909369
384	0.3289056399
385	0.3276741764
386	0.3268066218
387	0.3264376692
388	0.3257317288
389	0.3253177071
390	0.324724187
391	0.3237394504
392	0.3228134736
393	0.3216870327
394	0.3209501038
395	0.3199703992
396	0.3195511221
397	0.3188397203
398	0.3182429613
399	0.3178466013
400	0.3171319984
401	0.316282502
402	0.3152495707
403	0.3144225487
404	0.3138688646
405	0.3133683373
406	0.3125418587
407	0.3116779153
408	0.311037978
409	0.3104864585
410	0.3101231978
411	0.3095589563
412	0.3093221735
413	0.3084796835
414	0.3081159098
415	0.3078339192
416	0.3072396006
417	0.3065681613
418	0.306088967
419	0.3058414663
420	0.3053468062
421	0.3047238565
422	0.3040638569
423	0.3034421168
424	0.302939324
425	0.3022363373
426	0.301384085
427	0.300635274
428	0.3002445773
429	0.2992920619
430	0.2990128356
431	0.2982589203
432	0.2979874056
433	0.2976850416
434	0.2969374469
435	0.2962202025
436	0.2952167258
437	0.2941097475
438	0.2933883855
439	0.2927199045
440	0.2922548871
441	0.2915609058
442	0.2910488568
443	0.2904437911
444	0.2897819706
445	0.2889551009
446	0.2879565319
447	0.2874547362
448	0.2864062109
449	0.2854901228
450	0.2847120705
451	0.2842544296
452	0.283711327
453	0.282858308
454	0.2823438121
455	0.2813917094
456	0.2809682199
457	0.2803462278
458	0.2796839506
459	0.2791253899
460	0.2787996157
461	0.2781674266
462	0.2777263526
463	0.2774029861
464	0.277044656
465	0.2766945433
466	0.2762818768
467	0.276033581
468	0.275410568
469	0.2750818846
470	0.2746640586
471	0.2738221465
472	0.27336871
473	0.273129732
474	0.27256571
475	0.2720773658
476	0.2715537077
477	0.2713594263
478	0.2708794895
479	0.2701999358
480	0.2696329206
481	0.2690377453
482	0.2684583624
483	0.267541213
484	0.2672240472
485	0.2666792179
486	0.2660252814
487	0.2651681688
488	0.264537168
489	0.2641096364
490	0.2639036066
491	0.2633708787
492	0.2625874733
493	0.2620314717
494	0.2617682563
495	0.2611728179
496	0.260934305
497	0.2607171123
498	0.2599727334
499	0.2594348611
500	0.2591098767
501	0.2588106662
502	0.2583282917
503	0.2577574468
504	0.2573325141
505	0.2571323047
506	0.2567069862
507	0.2562529162
508	0.2554657386
509	0.2549030481
510	0.2541416528
511	0.2537080958
512	0.2533026581
513	0.2529544815
514	0.2522214428
515	0.2518550214
516	0.2515810227
517	0.2511793571
518	0.2508748272
519	0.2505315115
520	0.24994128
521	0.2494424063
522	0.2490988418
523	0.2488254111
524	0.2484464638
525	0.2480330101
526	0.2475100116
527	0.2469600039
528	0.2460817008
529	0.2457363484
530	0.245143739
531	0.2447266425
532	0.2442841212
533	0.2438251911
534	0.2433232678
535	0.2427113359
536	0.2424888136
537	0.2419992036
538	0.241317146
539	0.2409714362
540	0.2406530485
541	0.2404527832
542	0.2396794791
543	0.2393984445
544	0.2390801077
545	0.2387169786
546	0.238005933
547	0.2378143855
548	0.2375142485
549	0.2370667912
550	0.2369263717
551	0.2364352285
552	0.2361666975
553	0.2355401265
554	0.2350589447
555	0.2344059625
556	0.233809446
557	0.2334618231
558	0.2332719076
559	0.2325404307
560	0.232100171
561	0.2311079263
562	0.2308385183
563	0.2304434056
564	0.2298834375
565	0.2294116404
566	0.2288300511
567	0.2281436674
568	0.2273791281
569	0.2269571111
570	0.2265758166
571	0.2260473853
572	0.2254385969
573	0.2249861223
574	0.2245335485
575	0.2238933136
576	0.2235833868
577	0.2229022193
578	0.2222675017
579	0.2218573909
580	0.2212871364
581	0.2208335944
582	0.2205844699
583	0.220195727
584	0.2197868592
585	0.2194783604
586	0.2187666246
587	0.218305973
588	0.2176553472
589	0.217296435
590	0.2166235415
591	0.2160269672
592	0.2156822424
593	0.2153754495
594	0.2148762496
595	0.2142934509
596	0.2139591355
597	0.2135046337
598	0.2132273911
599	0.2128177196
600	0.2127664792
601	0.2125903909
602	0.2121750355
603	0.211541007
604	0.2110908722
605	0.2107590638
606	0.2102124895
607	0.2098451744
608	0.2095824704
609	0.2089798551
610	0.2088743002
611	0.2086231277
612	0.2082539485
613	0.2078431187
614	0.2076094469
615	0.207264032
616	0.2068387764
617	0.2063591198
618	0.205964477
619	0.2056309718
620	0.2053405166
621	0.2050334362
622	0.2046248707
623	0.2043014009
624	0.2039521533
625	0.2034519125
626	0.2032203528
627	0.2029895324
628	0.2027139509
629	0.2023001641
630	0.2020273377
631	0.2017217039
632	0.2012721447
633	0.2010475527
634	0.2007244661
635	0.2003164149
636	0.2001726502
637	0.1998120245
638	0.1996461683
639	0.1992256372
640	0.1987922264
641	0.1984794997
642	0.198152181
643	0.1975226841
644	0.197346088
645	0.197067355
646	0.1967196861
647	0.1964853334
648	0.1960940072
649	0.1958379555
650	0.1953585182
651	0.1951191836
652	0.1946600569
653	0.1943099226
654	0.1940614709
655	0.193695382
656	0.1933196877
657	0.1929893898
658	0.1926771488
659	0.1922999634
660	0.1916293254
661	0.1911125121
662	0.1904955837
663	0.1901302034
664	0.1899149321
665	0.1895102084
666	0.1891304914
667	0.1885972816
668	0.1881766108
669	0.1880467438
670	0.1876929301
671	0.1874321157
672	0.1870364389
673	0.1866905128
674	0.1861057696
675	0.1857906414
676	0.1852338644
677	0.1849538223
678	0.184442843
679	0.1839817972
680	0.1837300275
681	0.1833393639
682	0.1831678067
683	0.1829356096
684	0.1825599561
685	0.18212424
686	0.1819714
687	0.1816388655
688	0.1814582945
689	0.1811708771
690	0.1807337464
691	0.180245994
692	0.1799812833
693	0.1795936953
694	0.1793572826
695	0.1791521754
696	0.1789444747
697	0.1786647845
698	0.1782409281
699	0.1778825335
700	0.1774569068
701	0.1770909958
702	0.1768821031
703	0.1767498142
704	0.1765193546
705	0.1762671695
706	0.1760293557
707	0.175802907
708	0.1753870111
709	0.1749214594
710	0.1746931489
711	0.1743247794
712	0.1741002249
713	0.1737356005
714	0.1735345168
715	0.1732664819
716	0.1729916976
717	0.1726798105
718	0.1724324649
719	0.1721382294
720	0.1718645688
721	0.1715361378
722	0.1712145489
723	0.1709215795
724	0.1705804421
725	0.1701989156
726	0.169931173
727	0.1695465039
728	0.1691850921
729	0.1688246235
730	0.1684756836
731	0.1681539438
732	0.1679552445
733	0.1675168284
734	0.1673574232
735	0.1668825549
736	0.1666650804
737	0.1664781067
738	0.1662588804
739	0.1661818765
740	0.165959868
741	0.1657071285
742	0.1654853313
743	0.165288987
744	0.1649442266
745	0.1646354379
746	0.1644192086
747	0.1641258507
748	0.1637369381
749	0.163404001
750	0.1629764224
751	0.1626021176
752	0.1624767276
753	0.1620593294
754	0.161651131
755	0.1614503073
756	0.1611461684
757	0.160834375
758	0.1604539089
759	0.1601497767
760	0.1597660388
761	0.159566167
762	0.1592895118
763	0.159069944
764	0.1587782644
765	0.1586007635
766	0.1583552268
767	0.1581321248
768	0.157885345
769	0.1576269617
770	0.1574581552
771	0.1572382637
772	0.1569353136
773	0.1565625626
774	0.1562559412
775	0.1559371688
776	0.155735207
777	0.1556463129
778	0.1554218742
779	0.1549848343
780	0.1546077528
781	0.1544713066
782	0.1542033215
783	0.1540220506
784	0.1537090015
785	0.1535339979
786	0.153047646
787	0.1528655244
788	0.1523206403
789	0.1521111182
790	0.1518213917
791	0.1516620361
792	0.1514385611
793	0.1511882714
794	0.1509062719
795	0.1505949719
796	0.1503523939
797	0.1500954069
798	0.1497929849
799	0.1496367983
800	0.1494966016
801	0.1491690667
802	0.1490620665
803	0.1488421686
804	0.1486931532
805	0.1484400281
806	0.148317502
807	0.148010788
808	0.1478229496
809	0.1475586517
810	0.1475268396
811	0.147295864
812	0.1470448771
813	0.1468128594
814	0.1466182522
815	0.1465390414
816	0.1462957756
817	0.1461450408
818	0.1459115197
819	0.1457873393
820	0.1456114187
821	0.1453832175
822	0.1451846101
823	0.1450111846
824	0.1448021273
825	0.1446189847
826	0.1444720856
827	0.1443008396
828	0.1440424475
829	0.1437714358
830	0.1435880168
831	0.143435355
832	0.1431749862
833	0.1427787494
834	0.142549118
835	0.1423168791
836	0.142166444
837	0.141941327
838	0.1416126689
839	0.1414211706
840	0.1412481093
841	0.1410227779
842	0.14086941
843	0.1405860039
844	0.1402699679
845	0.1401511265
846	0.1399531595
847	0.1396890802
848	0.1395131594
849	0.1392924041
850	0.1391372065
851	0.1390058338
852	0.1388124272
853	0.1386647481
854	0.1384006835
855	0.1382663986
856	0.1380396673
857	0.1376979966
858	0.1374490596
859	0.1372602513
860	0.1370056645
861	0.1367687302
862	0.1365822123
863	0.1364240359
864	0.1362064843
865	0.1359248716
866	0.1356677921
867	0.1354776418
868	0.1353489277
869	0.1351460962
870	0.1349299427
871	0.1347701694
872	0.1346268235
873	0.134341951
874	0.1340714586
875	0.1338773291
876	0.1336711388
877	0.1334641863
878	0.133276394
879	0.1331256336
880	0.1329803774
881	0.132859662
882	0.1326214397
883	0.132432256
884	0.1322798657
885	0.1321097924
886	0.1318558976
887	0.1317595468
888	0.1315592946
889	0.1313389341
890	0.1311110493
891	0.1309100668
892	0.1307622989
893	0.1305336086
894	0.1303603575
895	0.1301107679
896	0.1298975197
897	0.1297155696
898	0.1295564858
899	0.1295138869
900	0.1293974499
901	0.1290043182
902	0.1288988186
903	0.1286919137
904	0.1283465899
905	0.1282384611
906	0.1280436115
907	0.127853619
908	0.1276953499
909	0.1276413787
910	0.1274180518
911	0.1272653302
912	0.1270580372
913	0.1267825322
914	0.1266463385
915	0.1265373267
916	0.1262271172
917	0.1261771256
918	0.1260505308
919	0.1259523184
920	0.1258793947
921	0.125700013
922	0.1253758591
923	0.1251724056
924	0.1250209414
925	0.1247817042
926	0.1245902043
927	0.1244739247
928	0.1242777277
929	0.1241748261
930	0.124000727
931	0.1238037506
932	0.1236242241
933	0.1234736041
934	0.1233403834
935	0.1232100796
936	0.1229127776
937	0.122737803
938	0.122577139
939	0.1223992816
940	0.1222252452
941	0.122080012
942	0.1218819446
943	0.1217725407
944	0.1215259121
945	0.1213897203
946	0.1211979221
947	0.1210205308
948	0.1208932338
949	0.1207319808
950	0.1206186534
951	0.1204864617
952	0.1203535111
953	0.1202671286
954	0.1200856316
955	0.1198003778
956	0.1196188782
957	0.1194705967
958	0.1192811235
959	0.1190945782
960	0.1190204839
961	0.1188329506
962	0.118788827
963	0.1187147002
964	0.1186565467
965	0.1184319192
966	0.1182895406
967	0.1181706779
968	0.117973196
969	0.1178140284
970	0.1176137861
971	0.1175378617
972	0.117330277
973	0.1171580984
974	0.1169346049
975	0.1166751329
976	0.1164461624
977	0.1162862449
978	0.1161665539
979	0.1160079867
980	0.1158442747
981	0.1156238768
982	0.1155521194
983	0.1153397644
984	0.1151393806
985	0.1149737173
986	0.1147471294
987	0.1146450357
988	0.1145508586
989	0.1144392196
990	0.1142815904
991	0.1142559153
992	0.1140709812
993	0.1139894282
994	0.1139304325
995	0.1137745826
996	0.1136670742
997	0.1134512944
998	0.1131642782
999	0.1130037226
